StudentId,E,M,S,H,P,F,A,Avg
Student1377,95,86,90,83,100,98,95,94
Student1378,91,91,93,88,90,0,96,92
Student1379,89,67,68,91,100,69,0,81
Student1380,45,45,45,45,45,45,45,48
Student1381,80,82,80,85,98,94,0,87
Student1382,96,96,99,99,90,90,0,95
Student1383,73,90,83,81,100,0,80,85
Student1384,65,55,78,69,90,0,55,68
Student1385,73,90,91,65,85,0,65,75
Student1386,84,98,77,93,100,99,0,93
Student1387,82,82,85,78,95,96,83,86
Student1388,80,83,75,98,90,86,0,81
Student1389,87,72,83,77,95,74,0,82
Student1390,99,95,99,99,100,100,98,99
Student1391,92,95,93,0,95,77,0,90
Student1392,0,88,0,85,100,0,0,88
Student1393,85,80,100,86,85,84,0,87
Student1394,89,81,82,86,90,86,72,84
Student1395,85,65,65,65,90,0,0,76
Student1396,83,65,80,0,95,93,0,83
Student1397,91,78,84,88,93,80,96,88
Student1398,92,82,87,98,100,97,0,92
Student1399,0,90,84,0,75,0,0,83
Student1400,100,95,97,100,100,100,0,98
Student1401,82,77,77,76,88,83,0,80
Student1402,78,84,83,77,95,86,0,84
Student1403,88,85,87,67,95,85,0,82
Student1404,83,75,75,90,90,80,0,82
Student1405,72,92,85,0,95,89,0,88
Student1406,65,65,45,0,45,0,0,55
Student1407,70,65,65,92,85,0,0,77
Student1408,55,55,100,65,70,0,0,68
Student1409,45,65,75,65,80,45,0,62
Student1410,75,76,95,72,73,0,90,79
Student1411,85,85,79,83,90,98,0,88
Student1412,75,73,95,67,95,0,0,80
Student1413,85,83,100,0,100,100,87,93
Student1414,91,84,88,91,95,75,0,89
Student1415,88,86,100,84,95,77,0,87
Student1416,94,96,88,82,98,0,0,92
Student1417,0,65,45,0,70,0,0,62
Student1418,90,96,96,0,100,98,0,97
Student1419,96,100,97,98,100,100,94,98
Student1420,90,82,94,85,90,76,0,85
Student1421,83,65,65,77,95,65,92,78
Student1422,65,77,86,0,95,80,0,81
Student1423,91,75,73,74,90,78,0,80
Student1424,82,66,100,75,80,75,0,81
Student1425,65,0,65,0,90,65,0,62
Student1426,0,86,0,0,100,99,96,95
Student1427,55,65,80,0,75,0,0,74
Student1428,69,76,87,87,95,0,0,81
Student1429,70,55,65,71,90,0,88,75
Student1430,0,90,87,0,90,100,0,91
Student1431,65,70,65,55,95,65,0,68
Student1432,0,0,90,0,90,0,0,92
Student1433,0,0,75,73,85,70,0,76
Student1434,45,45,65,45,55,0,0,53
Student1435,45,0,100,0,65,0,0,71
Student1436,65,75,65,65,100,80,83,76
Student1437,94,97,99,94,100,78,90,93
Student1438,99,94,94,93,99,96,0,96
Student1439,96,70,74,84,95,0,0,87
Student1440,65,65,70,73,87,78,0,74
Student1441,99,98,86,82,100,94,0,92
Student1442,89,0,91,80,95,94,0,90
Student1443,91,97,0,0,99,100,92,96
Student1444,45,71,0,65,90,0,0,68
Student1445,65,68,65,67,85,82,0,71
Student1446,79,85,83,79,90,0,92,85
Student1447,82,89,79,90,100,92,0,86
Student1448,55,70,65,71,45,0,0,57
Student1449,95,100,97,100,100,100,0,99
Student1450,77,88,82,90,90,97,86,87
Student1451,65,65,89,65,75,75,0,70
Student1452,55,87,71,67,90,0,0,77
Student1453,80,0,65,0,75,0,0,73
Student1454,0,0,80,0,100,0,0,90
Student1455,90,88,87,91,100,100,0,92
Student1456,79,87,70,72,90,65,0,76
Student1457,88,80,95,100,100,80,0,92
Student1458,89,80,73,76,80,78,92,82
Student1459,90,89,100,90,100,91,0,92
Student1460,74,80,69,65,100,97,0,83
Student1461,72,0,90,45,55,55,0,61
Student1462,94,71,81,81,90,88,0,87
Student1463,84,67,80,0,72,0,0,74
Student1464,0,71,79,0,85,71,0,76
Student1465,97,96,99,82,95,100,0,95
Student1466,65,65,65,55,65,0,55,62
Student1467,72,65,65,66,90,0,74,72
Student1468,65,0,0,0,70,0,0,70
Student1469,93,89,85,92,100,100,0,93
Student1470,92,91,89,98,98,92,96,94
Student1471,80,72,65,78,75,65,0,75
Student1472,91,84,91,91,100,94,98,93
Student1473,0,80,95,0,96,90,0,92
Student1474,55,66,65,78,45,0,75,60
Student1475,73,75,75,70,96,81,0,77
Student1476,55,0,55,55,75,0,0,59
Student1477,90,88,92,94,95,90,0,93
Student1478,93,76,74,70,100,93,0,84
Student1479,94,91,80,93,95,0,0,86
Student1480,65,77,72,74,90,82,0,77
Student1481,65,80,65,0,90,69,0,75
Student1482,65,45,90,0,75,65,0,70
Student1483,90,84,79,77,85,86,100,85
Student1484,92,75,79,80,80,88,0,86
Student1485,97,90,91,85,100,83,0,93
Student1486,95,96,96,95,92,88,0,94
Student1487,85,96,97,85,90,92,0,91
Student1488,82,80,84,85,98,65,0,84
Student1489,86,84,84,72,90,81,0,84
Student1490,85,69,100,81,85,85,0,84
Student1491,98,98,92,0,98,93,0,97
Student1492,65,76,45,45,45,0,0,59
Student1493,55,65,65,55,80,55,0,65
Student1494,94,86,84,87,100,85,0,91
Student1495,87,90,90,92,90,91,0,90
Student1496,94,96,83,93,95,85,0,92
Student1497,87,83,67,65,75,74,0,76
Student1498,75,89,77,84,85,0,0,81
Student1499,84,83,65,84,74,0,0,78
Student1500,82,77,100,80,100,0,0,88
Student1501,94,91,89,97,95,93,0,93
Student1502,94,86,86,88,95,87,0,92
Student1503,98,65,81,77,90,55,0,81
Student1504,68,82,95,75,75,75,0,75
Student1505,87,97,99,91,100,94,0,95
Student1506,84,93,82,94,95,98,0,89
Student1507,65,83,76,94,100,55,0,78
Student1508,65,0,91,0,66,76,0,74
Student1509,82,70,65,82,85,79,0,80
Student1510,93,0,100,90,90,95,0,94
Student1511,82,66,80,84,90,0,0,82
Student1512,92,87,95,98,93,99,96,94
Student1513,80,73,65,90,100,68,0,83
Student1514,83,98,91,96,100,100,0,93
Student1515,65,69,82,65,98,0,0,74
Student1516,96,93,90,98,93,0,0,95
Student1517,70,94,100,81,70,0,0,81
Student1518,85,86,88,80,100,0,0,90
Student1519,87,70,94,91,95,91,0,89
Student1520,99,96,90,89,100,96,0,96
Student1521,95,90,97,94,100,100,100,97
Student1522,93,88,91,85,100,95,0,92
Student1523,94,87,86,90,90,89,96,91
Student1524,93,98,92,97,90,98,0,95
Student1525,65,72,65,45,45,0,0,59
Student1526,45,45,70,45,70,55,0,55
Student1527,65,65,79,85,97,96,0,82
Student1528,76,86,78,86,95,68,0,83
Student1529,92,93,86,84,90,0,97,90
Student1530,65,69,45,65,90,0,0,66
Student1531,76,67,100,70,70,0,0,77
Student1532,89,91,78,70,100,95,0,89
Student1533,71,78,66,65,80,0,0,75
Student1534,94,97,92,95,100,93,0,96
Student1535,83,86,96,76,85,93,0,86
Student1536,86,65,100,91,80,81,0,81
Student1537,94,89,88,95,100,90,91,93
Student1538,86,75,82,88,85,87,0,85
Student1539,89,83,100,87,90,0,0,89
Student1540,74,68,65,76,75,0,0,74
Student1541,75,65,82,68,100,80,0,77
Student1542,86,65,55,65,95,81,0,78
Student1543,65,93,45,79,75,79,0,73
Student1544,55,65,65,65,74,0,0,63
Student1545,98,84,100,99,95,100,0,96
Student1546,80,84,79,77,100,94,86,85
Student1547,89,92,90,90,95,88,0,91
Student1548,91,65,100,82,90,0,0,83
Student1549,55,55,65,55,65,55,0,59
Student1550,91,65,76,77,90,77,0,81
Student1551,83,65,92,78,95,72,0,83
Student1552,97,74,92,95,100,86,87,91
Student1553,89,88,100,70,90,0,0,87
Student1554,74,0,65,85,90,0,0,82
Student1555,89,80,92,81,95,83,90,88
Student1556,45,45,45,45,90,0,0,52
Student1557,88,80,90,70,90,84,0,81
Student1558,98,75,71,80,100,0,0,90
Student1559,92,80,89,93,100,94,87,92
Student1560,91,95,93,98,95,87,0,94
Student1561,55,85,65,65,55,85,0,69
Student1562,89,93,97,93,98,84,0,93
Student1563,75,83,88,87,90,93,86,86
Student1564,65,78,65,66,100,84,0,75
Student1565,45,45,45,45,45,45,0,45
Student1566,87,92,83,87,92,75,87,87
Student1567,65,45,89,45,80,0,65,67
Student1568,84,95,74,92,95,80,99,90
Student1569,55,65,79,65,80,0,0,70
Student1570,68,65,88,83,100,80,96,85
Student1571,94,79,71,98,100,70,0,87
Student1572,92,75,80,0,100,93,0,89
Student1573,88,73,88,0,65,90,0,82
Student1574,68,80,85,90,98,74,95,86
Student1575,85,85,92,89,65,95,84,85
Student1576,65,0,70,70,65,0,0,72
Student1577,100,99,94,100,100,94,0,98
Student1578,93,70,100,89,100,87,0,90
Student1579,78,97,85,92,85,94,0,88
Student1580,77,75,80,77,85,81,0,82
Student1581,92,95,95,79,90,70,0,87
Student1582,90,88,85,88,99,99,0,92
Student1583,0,99,92,0,90,99,0,95
Student1584,65,65,65,0,90,0,0,70
Student1585,65,55,75,79,90,0,66,74
Student1586,65,65,80,72,90,0,70,73
Student1587,87,80,86,79,98,92,0,89
Student1588,75,80,78,90,95,94,0,87
Student1589,65,65,85,45,55,66,0,65
Student1590,89,76,95,0,90,65,0,82
Student1591,93,93,93,85,100,98,0,94
Student1592,99,99,96,96,95,100,100,98
Student1593,93,80,89,0,100,76,0,89
Student1594,97,80,75,94,95,0,0,89
Student1595,65,45,65,55,70,0,0,61
Student1596,86,90,68,90,90,74,0,83
Student1597,90,79,81,80,95,76,91,85
Student1598,92,93,86,94,97,99,0,94
Student1599,65,65,67,71,92,65,0,70
Student1600,87,79,94,95,100,99,0,94
Student1601,86,90,82,80,90,84,85,85
Student1602,100,94,93,96,100,100,0,98
Student1603,100,95,99,100,100,97,0,98
Student1604,97,96,100,93,97,91,0,95
Student1605,99,97,100,96,95,99,0,98
Student1606,65,65,100,70,85,0,0,77
Student1607,85,65,93,75,95,0,94,86
Student1608,73,90,69,82,70,0,89,77
Student1609,98,79,80,88,98,90,97,90
Student1610,95,84,94,90,90,91,0,90
Student1611,76,93,78,90,98,0,0,87
Student1612,90,95,79,91,95,0,0,91
Student1613,89,85,82,98,100,98,0,92
Student1614,87,86,65,77,75,0,87,78
Student1615,79,90,77,80,95,0,0,86
Student1616,83,89,100,83,85,89,0,88
Student1617,55,75,87,70,90,79,0,78
Student1618,90,88,92,77,100,79,0,88
Student1619,88,89,95,84,78,0,0,89
Student1620,83,65,65,72,95,85,0,78
Student1621,66,45,65,65,80,65,0,68
Student1622,45,92,45,45,65,45,0,58
Student1623,75,65,70,85,95,90,0,84
Student1624,90,90,90,80,100,92,97,91
Student1625,94,80,71,87,90,0,0,86
Student1626,100,99,83,91,99,98,0,96
Student1627,96,68,80,89,95,100,0,90
Student1628,85,88,88,92,100,93,84,90
Student1629,68,91,65,80,93,90,77,81
Student1630,98,95,99,95,90,99,0,95
Student1631,65,65,65,0,80,80,0,70
Student1632,94,96,90,93,95,99,0,95
Student1633,65,0,73,93,100,86,0,83
Student1634,80,65,76,82,95,68,100,81
Student1635,90,98,98,96,95,92,0,95
Student1636,86,88,92,80,89,92,95,88
Student1637,92,100,92,89,90,98,0,94
Student1638,0,80,90,0,85,0,0,87
Student1639,85,81,93,88,90,98,0,90
Student1640,89,83,84,92,100,87,99,90
Student1641,92,72,79,94,85,75,0,84
Student1642,88,80,89,86,95,81,95,89
Student1643,76,95,70,86,95,94,0,86
Student1644,98,100,90,99,95,95,0,96
Student1645,94,92,94,95,100,96,100,96
Student1646,72,88,100,87,70,0,0,81
Student1647,98,79,94,93,90,95,0,92
Student1648,83,66,80,0,85,0,0,78
Student1649,0,55,45,83,45,55,0,59
Student1650,90,96,85,94,90,99,88,91
Student1651,65,65,80,45,65,0,0,60
Student1652,71,65,65,65,100,65,0,74
Student1653,91,87,92,77,75,90,0,83
Student1654,89,97,78,85,95,82,0,88
Student1655,84,65,75,65,90,65,70,74
Student1656,92,84,92,83,89,96,97,91
Student1657,45,65,45,74,65,45,0,54
Student1658,65,0,45,65,100,65,0,69
Student1659,89,94,100,93,100,96,0,95
Student1660,0,90,0,98,95,0,0,93
Student1661,94,87,89,71,90,80,0,87
Student1662,87,75,72,77,78,66,93,77
Student1663,98,65,78,89,90,92,0,87
Student1664,87,79,100,83,100,95,0,89
Student1665,94,90,87,94,98,91,96,93
Student1666,82,72,82,80,85,70,0,81
Student1667,65,75,65,65,65,65,65,67
Student1668,0,72,0,0,85,0,0,78
Student1669,90,92,100,91,100,97,0,96
Student1670,55,65,45,55,65,0,0,58
Student1671,86,76,96,84,80,68,0,81
Student1672,84,66,94,90,95,82,0,86
Student1673,66,75,70,74,100,76,74,76
Student1674,94,92,93,96,100,99,0,96
Student1675,84,88,100,88,100,0,0,90
Student1676,81,75,73,65,100,80,82,77
Student1677,97,100,97,0,90,96,0,96
Student1678,94,81,83,88,100,97,0,93
Student1679,89,95,85,77,100,79,89,89
Student1680,94,98,97,100,85,99,0,93
Student1681,45,65,65,0,65,0,0,60
Student1682,87,90,96,87,100,93,100,93
Student1683,95,86,100,75,90,80,0,87
Student1684,92,86,96,89,95,84,0,88
Student1685,97,75,97,96,100,97,0,94
Student1686,87,74,94,92,90,82,0,87
Student1687,100,90,98,97,100,100,0,98
Student1688,65,55,65,75,95,0,0,75
Student1689,91,91,88,99,95,100,100,96
Student1690,93,97,96,92,100,100,0,96
Student1691,100,99,100,100,100,100,0,100
Student1692,95,94,90,93,90,100,99,95
Student1693,72,70,67,65,75,85,92,76
Student1694,0,79,0,0,100,0,90,90
Student1695,94,67,85,98,95,95,0,90
Student1696,97,91,99,100,100,99,0,98
Student1697,70,92,87,78,95,86,0,86
Student1698,97,92,96,99,100,100,0,97
Student1699,100,88,99,89,100,99,97,96
Student1700,95,86,77,76,70,99,0,83
Student1701,89,78,78,87,95,92,0,87
Student1702,100,100,100,98,100,100,0,99
Student1703,96,81,98,90,100,99,0,92
Student1704,92,98,93,83,100,94,0,92
Student1705,65,75,79,71,70,79,0,76
Student1706,93,98,100,98,95,99,0,98
Student1707,93,88,96,93,95,92,0,93
Student1708,65,77,65,81,90,78,0,80
Student1709,79,66,72,92,80,67,0,81
Student1710,93,70,85,92,80,85,0,86
Student1711,95,79,90,82,100,88,0,88
Student1712,65,66,70,73,75,84,0,75
Student1713,94,90,86,85,98,98,0,91
Student1714,84,92,97,88,100,96,0,91
Student1715,79,81,82,82,99,96,0,85
Student1716,72,75,96,89,95,92,0,87
Student1717,75,70,80,94,95,84,0,86
Student1718,67,87,65,82,95,88,0,83
Student1719,78,95,86,86,100,65,0,85
Student1720,95,97,98,99,95,99,0,98
Student1721,94,75,98,92,75,88,0,86
Student1722,93,87,89,96,100,100,97,95
Student1723,100,97,97,91,95,90,0,95
Student1724,82,80,93,89,100,99,96,92
Student1725,93,91,96,93,95,75,0,92
Student1726,88,90,90,70,95,91,0,86
Student1727,86,82,91,98,100,98,96,94
Student1728,76,76,97,79,70,77,0,82
Student1729,75,65,55,55,90,79,0,68
Student1730,55,71,70,80,90,89,0,79
Student1731,85,86,86,87,100,93,0,90
Student1732,100,92,97,86,100,98,0,94
Student1733,86,89,92,89,95,95,0,90
Student1734,94,99,100,100,100,100,0,99
Student1735,98,88,97,96,95,100,0,96
Student1736,89,80,84,97,100,98,0,93
Student1737,87,93,91,79,100,96,0,91
Student1738,100,93,94,94,97,93,0,94
Student1739,85,87,85,86,96,76,0,86
Student1740,95,97,99,93,100,100,0,97
Student1741,98,90,98,91,95,88,0,93
Student1742,100,92,92,92,95,98,0,95
Student1743,96,83,100,97,90,97,0,95
Student1744,90,85,85,89,100,91,0,91
Student1745,81,96,88,85,90,93,0,88
Student1746,87,97,93,94,100,99,0,94
Student1747,45,66,45,86,65,0,91,66
Student1748,82,92,95,92,100,98,92,94
Student1749,92,87,88,88,100,97,0,93
Student1750,100,96,97,99,90,100,0,97
Student1751,85,75,88,88,100,78,0,88
Student1752,100,92,96,97,95,99,0,97
Student1753,75,68,78,96,95,91,0,82
Student1754,80,94,65,77,100,91,0,83
Student1755,83,91,88,91,95,93,0,90
Student1756,100,85,96,93,98,96,0,93
Student1757,98,89,96,86,100,90,0,91
Student1758,94,90,97,94,95,98,0,95
Student1759,98,95,100,99,95,99,0,97
Student1760,65,55,65,65,95,69,0,72
Student1761,80,85,81,74,90,93,0,82
Student1762,55,69,65,66,95,80,69,71
Student1763,45,89,45,45,90,45,0,59
Student1764,98,96,100,92,100,98,100,97
Student1765,92,86,92,91,99,96,0,90
Student1766,99,96,94,0,100,0,97,95
Student1767,95,94,89,96,95,93,0,95
Student1768,85,86,92,94,100,94,96,93
Student1769,90,69,85,86,95,87,96,88
Student1770,100,90,99,94,95,100,0,96
Student1771,80,89,77,70,100,79,0,82
Student1772,87,65,80,75,100,92,0,82
Student1773,75,65,65,85,90,55,0,74
Student1774,80,80,70,82,90,96,0,85
Student1775,69,69,72,68,70,74,0,74
Student1776,97,100,100,98,100,100,0,99
Student1777,93,97,100,98,100,81,0,96
Student1778,55,55,65,75,85,65,0,69
Student1779,80,73,100,78,95,0,0,85
Student1780,65,65,69,0,100,65,85,76
Student1781,91,91,92,97,100,94,0,92
Student1782,70,83,78,74,90,89,0,81
Student1783,94,79,95,96,90,95,0,91
Student1784,77,74,81,84,95,94,0,84
Student1785,95,95,100,93,100,97,0,96
Student1786,100,100,100,93,100,100,100,98
Student1787,92,90,88,98,95,100,0,95
Student1788,92,94,100,95,100,91,0,96
Student1789,80,83,79,92,90,0,0,84
Student1790,89,80,93,90,90,95,0,90
Student1791,71,75,70,77,100,71,0,79
Student1792,100,94,89,92,95,99,0,95
Student1793,55,55,55,55,95,65,0,66
Student1794,95,100,93,98,100,98,0,98
Student1795,77,72,100,0,90,55,0,80
Student1796,70,55,65,80,91,66,0,75
Student1797,77,66,86,91,95,95,0,83
Student1798,96,94,94,93,100,99,0,96
Student1799,90,76,85,96,90,94,0,89
Student1800,93,99,100,90,100,89,0,93
Student1801,96,89,94,86,95,98,0,92
Student1802,87,83,77,79,90,66,93,83
Student1803,75,77,71,76,90,71,0,80
Student1804,94,72,96,90,90,91,0,90
Student1805,84,85,76,80,100,89,0,84
Student1806,78,92,92,94,95,97,0,90
Student1807,84,82,72,85,90,100,0,87
Student1808,76,85,84,91,90,89,97,89
Student1809,65,55,76,85,95,91,0,78
Student1810,86,66,70,67,65,85,0,77
Student1811,68,70,65,65,90,72,0,74
Student1812,93,96,98,99,90,100,0,96
Student1813,94,70,93,91,96,94,0,88
Student1814,73,55,65,55,85,45,0,64
Student1815,93,84,86,95,100,86,94,92
Student1816,70,65,72,73,90,70,0,75
Student1817,100,95,100,87,90,95,0,94
Student1818,0,0,95,98,95,0,0,96
Student1819,95,99,100,0,96,95,98,96
Student1820,68,94,65,82,100,97,0,86
Student1821,75,65,75,87,100,97,81,83
Student1822,87,80,88,96,85,98,0,90
Student1823,89,82,85,79,86,92,0,86
Student1824,87,69,97,94,95,98,0,90
Student1825,45,45,45,45,45,45,0,45
Student1826,90,70,78,80,94,95,0,86
Student1827,88,86,97,90,95,93,0,90
Student1828,90,81,90,98,100,84,0,93
Student1829,95,80,88,89,95,88,0,90
Student1830,84,90,81,84,98,98,0,88
Student1831,86,81,80,85,92,86,86,85
Student1832,90,71,87,88,100,100,0,89
Student1833,80,94,80,81,100,87,0,89
Student1834,99,94,97,98,100,99,0,98
Student1835,66,70,79,68,88,65,73,73
Student1836,94,88,85,96,90,76,0,88
Student1837,87,89,75,71,100,95,0,86
Student1838,96,70,97,96,95,98,0,93
Student1839,70,68,65,55,92,79,0,72
Student1840,85,87,79,79,100,96,0,88
Student1841,84,76,89,83,95,90,0,86
Student1842,55,65,65,81,95,83,0,78
Student1843,45,65,45,45,90,45,45,52
Student1844,100,84,80,91,95,88,90,90
Student1845,65,65,80,78,65,96,0,75
Student1846,86,72,94,88,90,0,86,88
Student1847,65,65,82,80,90,89,0,78
Student1848,87,86,83,94,100,95,0,90
Student1849,84,77,96,83,90,85,0,86
Student1850,65,71,45,65,85,65,0,67
Student1851,65,45,45,45,45,0,45,48
Student1852,71,65,75,65,95,67,0,71
Student1853,87,83,80,77,86,88,0,86
Student1854,87,91,96,95,95,98,0,94
Student1855,87,88,93,87,90,98,0,91
Student1856,80,55,75,78,95,78,85,79
Student1857,84,85,75,91,100,98,0,90
Student1858,99,78,95,99,75,100,100,94
Student1859,92,99,96,96,100,100,0,96
Student1860,90,90,93,98,100,86,97,95
Student1861,85,82,78,95,95,88,0,89
Student1862,98,100,95,98,88,96,100,96
Student1863,65,75,80,79,90,86,0,80
Student1864,95,93,97,94,100,98,100,97
Student1865,78,81,81,87,95,74,0,84
Student1866,92,87,92,93,100,92,0,93
Student1867,96,100,98,99,95,100,0,98
Student1868,45,55,65,55,45,55,0,55
Student1869,95,81,85,85,100,100,0,90
Student1870,85,70,96,90,100,97,0,88
Student1871,87,86,96,97,90,97,0,93
Student1872,79,86,94,84,95,88,91,86
Student1873,87,92,85,92,90,80,0,89
Student1874,87,99,89,96,100,95,0,95
Student1875,91,80,74,85,100,80,0,86
Student1876,83,71,89,85,85,97,0,86
Student1877,75,81,80,75,75,73,0,78
Student1878,78,95,94,92,95,100,0,91
Student1879,85,83,88,89,90,95,0,86
Student1880,70,90,71,71,90,80,78,80
Student1881,93,92,97,93,90,96,0,93
Student1882,72,73,71,68,85,55,72,70
Student1883,88,90,92,88,100,94,92,92
Student1884,68,75,83,83,95,100,98,87
Student1885,90,96,94,96,100,100,0,96
Student1886,90,94,96,93,95,89,0,92
Student1887,92,89,91,94,100,95,0,94
Student1888,65,65,71,65,65,89,0,70
Student1889,79,72,65,80,95,88,0,82
Student1890,86,94,84,0,100,0,0,95
Student1891,70,65,70,76,82,65,0,75
Student1892,85,98,88,91,95,82,0,91
Student1893,68,70,65,55,45,72,0,66
Student1894,0,80,90,96,75,0,0,87
Student1895,65,76,91,71,85,55,65,73
Student1896,94,83,91,96,95,100,96,95
Student1897,55,65,65,55,80,55,65,65
Student1898,55,72,55,75,70,77,0,70
Student1899,69,67,76,86,100,89,0,85
Student1900,94,83,90,65,90,90,75,85
Student1901,76,90,80,75,95,98,0,86
Student1902,84,66,82,81,96,89,0,83
Student1903,80,77,93,85,100,96,100,91
Student1904,89,99,98,96,95,100,0,96
Student1905,81,55,65,65,80,55,67,68
Student1906,75,68,85,55,90,0,78,75
Student1907,70,55,65,68,75,84,0,73
Student1908,0,83,97,65,95,91,78,86
Student1909,65,55,90,65,80,0,0,69
Student1910,88,0,80,0,95,0,0,86
Student1911,93,93,84,90,100,100,98,94
Student1912,99,90,85,93,100,93,0,95
Student1913,88,90,89,92,95,100,0,90
Student1914,94,75,91,82,95,95,0,88
Student1915,0,85,83,0,90,0,0,85
Student1916,98,90,91,92,100,90,97,94
Student1917,0,0,90,94,88,0,0,88
Student1918,87,85,90,92,95,84,0,90
Student1919,88,90,91,95,95,99,0,94
Student1920,95,74,90,78,100,96,0,91
Student1921,79,65,95,0,75,89,0,78
Student1922,45,45,65,55,65,0,45,54
Student1923,65,55,80,0,75,0,0,64
Student1924,90,0,78,94,95,0,0,89
Student1925,100,97,91,97,95,100,0,96
Student1926,85,95,92,83,95,85,0,90
Student1927,65,65,55,55,45,55,0,58
Student1928,90,65,81,65,85,87,0,77
Student1929,45,69,65,80,65,0,0,62
Student1930,65,65,93,74,95,0,0,77
Student1931,100,98,99,100,100,0,0,99
Student1932,45,0,68,45,45,0,0,53
Student1933,86,70,81,71,95,90,0,81
Student1934,80,84,95,91,100,100,94,92
Student1935,81,0,80,0,90,0,70,83
Student1936,82,90,87,94,100,94,92,91
Student1937,90,98,93,92,100,100,0,96
Student1938,93,86,96,99,90,100,0,95
Student1939,69,65,65,66,95,65,0,71
Student1940,91,94,45,86,95,84,0,84
Student1941,92,93,96,96,100,98,0,95
Student1942,89,0,66,0,98,86,0,83
Student1943,89,70,80,66,95,0,81,81
Student1944,45,65,45,65,75,87,0,66
Student1945,99,100,100,100,100,100,0,100
Student1946,76,80,71,83,72,87,0,82
Student1947,85,79,91,90,95,89,0,90
Student1948,95,94,90,92,100,100,0,96
Student1949,86,55,72,90,90,66,0,78
Student1950,78,74,90,87,90,0,0,83
Student1951,78,0,98,76,91,0,0,83
Student1952,78,92,80,92,95,71,93,86
Student1953,77,92,72,92,100,0,0,87
Student1954,89,83,71,0,85,0,0,82
Student1955,88,67,96,88,100,84,0,89
Student1956,85,66,85,75,100,88,0,84
Student1957,92,81,100,75,100,93,0,88
Student1958,75,70,89,90,100,86,0,87
Student1959,71,65,78,76,95,86,0,80
Student1960,83,80,79,72,95,73,0,79
Student1961,92,84,92,95,100,93,0,93
Student1962,88,94,98,79,95,67,0,86
Student1963,65,65,87,78,80,69,88,76
Student1964,85,99,96,90,95,99,0,94
Student1965,80,86,78,80,75,79,90,82
Student1966,83,95,97,81,95,86,0,89
Student1967,94,98,96,100,90,94,0,96
Student1968,97,74,93,89,95,94,0,91
Student1969,69,55,65,55,65,55,0,61
Student1970,75,75,91,80,95,88,81,84
Student1971,93,95,65,91,90,98,95,90
Student1972,84,82,75,77,90,0,0,83
Student1973,91,93,95,96,100,98,0,94
Student1974,91,94,90,88,90,93,88,91
Student1975,96,100,95,91,100,98,0,97
Student1976,95,89,92,98,90,84,0,92
Student1977,93,84,97,78,95,100,0,89
Student1978,84,94,96,93,95,95,0,93
Student1979,65,91,80,79,65,84,0,78
Student1980,65,70,77,66,75,81,0,73
Student1981,80,85,90,87,100,99,0,90
Student1982,86,92,100,86,94,100,0,92
Student1983,88,67,88,82,95,99,0,88
Student1984,82,79,68,87,70,80,0,80
Student1985,45,45,45,55,45,45,0,48
Student1986,79,75,65,80,85,88,0,82
Student1987,87,87,100,86,91,84,0,87
Student1988,80,71,80,81,70,0,0,76
Student1989,90,76,93,91,100,95,0,90
Student1990,74,92,95,78,90,0,0,86
Student1991,80,96,99,96,100,100,0,96
Student1992,90,91,85,86,100,98,91,92
Student1993,90,92,86,94,100,96,0,93
Student1994,55,65,65,71,85,0,0,66
Student1995,0,88,87,92,74,0,0,85
Student1996,86,66,85,88,95,78,0,84
Student1997,95,85,90,81,80,92,0,87
Student1998,92,94,100,93,100,85,0,93
Student1999,100,92,100,96,95,93,0,96
Student2000,95,98,97,98,95,95,0,97
Student2001,65,65,99,65,90,0,0,78
Student2002,70,65,68,55,45,65,0,60
Student2003,98,93,73,99,95,99,0,93
Student2004,93,97,97,98,99,100,0,98
Student2005,88,70,100,78,75,92,0,81
Student2006,82,78,65,70,95,83,0,80
Student2007,88,93,90,90,100,94,0,92
Student2008,96,81,75,82,90,0,84,86
Student2009,70,79,94,77,80,73,0,79
Student2010,85,78,91,94,100,75,0,90
Student2011,0,81,88,0,100,0,0,90
Student2012,95,91,91,95,100,98,0,96
Student2013,98,75,86,89,100,94,0,91
Student2014,94,96,97,94,100,100,0,97
Student2015,0,0,0,0,95,0,97,98
Student2016,100,99,99,100,100,100,0,100
Student2017,93,93,95,96,100,91,0,96
Student2018,65,65,74,65,65,66,0,67
Student2019,80,67,92,95,92,96,92,89
Student2020,0,0,76,0,100,0,79,82
Student2021,69,88,94,0,90,97,0,90
Student2022,68,65,71,82,77,75,0,74
Student2023,83,92,97,91,95,96,0,93
Student2024,95,94,98,99,90,99,0,96
Student2025,95,91,96,90,95,99,0,95
Student2026,79,77,81,82,90,76,0,81
Student2027,91,95,90,67,45,100,86,82
Student2028,90,90,92,90,100,100,90,93
Student2029,55,65,68,85,80,76,0,76
Student2030,0,86,91,0,100,99,100,95
Student2031,65,55,70,65,75,86,0,70
Student2032,80,65,81,74,94,68,0,79
Student2033,87,91,91,87,100,90,0,90
Student2034,85,88,83,90,100,100,0,91
Student2035,94,99,97,100,90,100,0,96
Student2036,67,78,82,82,90,0,0,84
Student2037,78,75,67,85,95,96,0,85
Student2038,86,77,85,80,100,95,0,86
Student2039,82,75,80,0,90,83,0,83
Student2040,85,84,78,78,95,86,82,83
Student2041,92,95,98,98,100,99,0,98
