price,brand,model,year,title_status,mileage,color,vin,state
13800,ford,taurus,2018,clean vehicle,41864,white,  1fahp2d80jg104075,missouri
23700,ford,transit,2019,clean vehicle,16829,white,  1ftyr1ym3kka51084,south carolina
24300,ford,f-150,2018,clean vehicle,6290,gray,  1ftex1cp1jkf40656,illinois
54900,ford,srw,2019,clean vehicle,14393,black,  1ft8w3bt7kee15090,nevada
22500,ford,taurus,2018,clean vehicle,14599,white,  1fahp2j88jg135238,wisconsin
39000,ford,f-150,2018,clean vehicle,25839,gray,  1ftfw1e53jfd63829,illinois
13900,ford,escape,2018,clean vehicle,60715,gray,  1fmcu0hdxjuc12967,wisconsin
24700,ford,explorer,2018,clean vehicle,23350,red,  1fm5k7dh1jgb86970,illinois
20100,ford,transit,2018,clean vehicle,62386,white,  1ftyr2xm7jkb19070,california
22000,ford,mustang,2018,clean vehicle,6248,red,  1fa6p8th3j5135439,illinois
38200,ford,mustang,2019,clean vehicle,878,green,  1fa6p8k02k5503784,florida
24400,ford,transit,2018,clean vehicle,49710,white,  1ftyr2xm4jka56820,california
35000,ford,mustang,2018,clean vehicle,2042,blue,  1fa6p8cf9j5131958,illinois
18600,ford,flex,2019,clean vehicle,7742,white,  2fmhk6d87kba29234,florida
22700,ford,transit,2018,clean vehicle,39733,white,  1ftyr3xm6jkb03481,california
38000,ford,f-150,2018,clean vehicle,33701,black,  1ftfw1e51jfa37950,illinois
17000,ford,door,2014,clean vehicle,67542,red,  1ftmf1ctxefa36472,illinois
17500,ford,escape,2017,clean vehicle,35095,gray,  1fmcu9jd6huc93491,wisconsin
23200,ford,f-150,2019,clean vehicle,8652,white,  1ftmf1c50kkd60101,michigan
30700,ford,explorer,2017,clean vehicle,51107,red,  1fm5k8ht2hgd13448,wisconsin
23500,ford,transit,2019,clean vehicle,14987,white,  1ftyr1zm1kka42642,michigan
26400,ford,edge,2017,clean vehicle,28252,blue,  2fmpk4ap7hbc41894,wisconsin
23500,ford,transit,2019,clean vehicle,16009,white,  1ftyr1zm8kka55050,michigan
38000,ford,door,2017,clean vehicle,47866,white,  1ftew1eg0hfa43326,wisconsin
23600,ford,transit,2019,clean vehicle,11004,white,  1ftyr1zm3kka71267,michigan
19300,ford,edge,2017,clean vehicle,42895,gray,  2fmpk4j9xhbb41421,wisconsin
23200,ford,f-150,2019,clean vehicle,9490,white,  1ftmf1c58kkd60105,michigan
13800,ford,door,2017,clean vehicle,39027,no_color,  1fmcu0gd5huc74384,wisconsin
23600,ford,transit,2019,clean vehicle,13466,white,  1ftyr1ym9kka55673,michigan
23200,ford,f-150,2019,clean vehicle,8737,white,  1ftmf1c53kkd60111,michigan
40000,ford,door,2017,clean vehicle,23960,red,  1ftew1eg2hfb38793,wisconsin
23400,ford,f-150,2019,clean vehicle,5562,white,  1ftmf1c5xkkd39112,michigan
23600,ford,transit,2019,clean vehicle,13763,white,  1ftyr1zm1kka55052,michigan
23000,ford,f-150,2019,clean vehicle,10444,white,  1ftmf1c51kkd08329,michigan
25500,ford,door,2017,clean vehicle,41696,black,  1ftew1ep8hfb07225,wisconsin
23500,ford,transit,2019,clean vehicle,15787,white,  1ftyr1zm1kka56203,michigan
29900,ford,door,2017,clean vehicle,9167,white,  1ftew1ef5hkd84963,wisconsin
23200,ford,transit,2019,clean vehicle,17541,white,  1ftyr1ym0kka55674,michigan
50500,ford,f-150,2017,clean vehicle,24686,silver,  1ftfw1rg4hfc12326,wisconsin
23400,ford,transit,2019,clean vehicle,15210,white,  1ftyr1ym7kka55672,michigan
24500,ford,transit,2017,clean vehicle,54601,white,  1ftyr2cv1hka17899,wisconsin
49000,ford,mustang,2017,clean vehicle,2205,black,  1fa6p8jz8h5523692,illinois
25400,ford,transit,2017,clean vehicle,35691,white,  1ftyr2cv3hkb52320,wisconsin
23000,ford,flex,2017,clean vehicle,32788,silver,  2fmhk6c8xhba10655,illinois
6000,ford,door,2012,clean vehicle,180471,gray,  1ftfw1ef2ckd08095,minnesota
22400,ford,edge,2016,clean vehicle,42925,black,  2fmpk4k80gbc01288,wisconsin
22500,ford,edge,2016,clean vehicle,37385,black,  2fmpk4k82gbc46880,wisconsin
25200,ford,edge,2019,clean vehicle,15415,gray,  2fmpk4k95kbc23479,virginia
36000,ford,door,2016,clean vehicle,20047,white,  1ftew1eg5gfc13646,wisconsin
26700,ford,edge,2019,clean vehicle,16884,black,  2fmpk4k90kbc02488,virginia
30500,ford,door,2016,clean vehicle,57936,gray,  1ftew1eg9gkd71799,wisconsin
26700,ford,edge,2019,clean vehicle,15244,black,  2fmpk4k91kbc22474,virginia
25000,ford,edge,2019,clean vehicle,19842,gray,  2fmpk4k92kbc02945,virginia
35200,ford,door,2016,clean vehicle,38830,white,  1ftew1ef9gfb09068,wisconsin
30300,ford,f-150,2019,clean vehicle,31899,white,  1ftew1e54kfb20317,tennessee
25000,ford,door,2016,clean vehicle,69305,no_color,  1ftfw1ef5gfc20298,illinois
26500,ford,door,2016,clean vehicle,46098,red,  1ftfw1eg5gkf22898,wisconsin
21600,ford,mustang,2019,clean vehicle,29457,gray,  1fatp8uh6k5153386,virginia
18800,ford,edge,2016,clean vehicle,30765,no_color,  2fmpk4j99gbc10713,wisconsin
21500,ford,mustang,2019,clean vehicle,29096,red,  1fatp8uh3k5162367,virginia
9000,ford,door,2016,clean vehicle,40437,no_color,  1fadp3f29gl296335,new jersey
16700,ford,cutaway,2015,clean vehicle,69004,white,  1fdwe4fl3fda32622,wisconsin
16800,ford,cutaway,2015,clean vehicle,65179,white,  1fdwe4fl2fda28433,wisconsin
15700,ford,cutaway,2015,clean vehicle,75862,white,  1fdwe4fl1fda28424,wisconsin
16800,ford,cutaway,2015,clean vehicle,68319,white,  1fdwe4fl3fda32619,wisconsin
19500,ford,door,2015,clean vehicle,80354,gray,  1fm5k8gt1fgb88036,wisconsin
20500,ford,door,2015,clean vehicle,51441,black,  1fm5k8f89fga62388,wisconsin
17400,ford,cutaway,2015,clean vehicle,70954,white,  1fdwe4fl5fda28412,wisconsin
17500,ford,door,2014,clean vehicle,92500,red,  1ftfx1ef9efc44937,wisconsin
26000,ford,door,2014,clean vehicle,66367,silver,  1ftfw1et3efb08800,illinois
56700,ford,f-150,2019,clean vehicle,13884,white,  1ftew1eg0kfa74454,kentucky
5000,ford,door,2013,clean vehicle,202565,no_color,  1fmcu9gx0duc48476,wisconsin
40200,ford,f-150,2019,clean vehicle,26484,no_color,  1ftew1e41kkc07168,kentucky
54000,ford,door,2013,clean vehicle,703,red,  1zvbp8jz3d5271544,illinois
65200,ford,max,2019,clean vehicle,18138,white,  1fmjk2at0kea08300,kentucky
32500,ford,srw,2017,clean vehicle,28007,white,  1ft8w3b63hec69791,minnesota
25500,ford,transit,2019,clean vehicle,11251,white,  1ftyr1zm2kka42617,illinois
63000,ford,srw,2019,clean vehicle,11640,no_color,  1ft7w2bt7ked44785,illinois
44000,ford,srw,2019,clean vehicle,10763,white,  1ft7w2bt2ked42670,illinois
70000,ford,drw,2019,clean vehicle,9643,no_color,  1ft8w3dt3kee48276,illinois
56200,ford,srw,2019,clean vehicle,33930,gray,  1ft7w2bt6kee88988,kentucky
35000,ford,srw,2019,clean vehicle,26451,white,  1ft7w2b64kec00217,wisconsin
57700,ford,srw,2019,clean vehicle,21101,red,  1ft7w2bt6kee59894,kentucky
74000,ford,drw,2019,clean vehicle,10536,no_color,  1ft8w4dt6ked32656,illinois
60200,ford,srw,2019,clean vehicle,31744,white,  1ft7w2bt6ked11132,kentucky
60000,ford,srw,2018,clean vehicle,18062,black,  1ft7w2btxjeb54932,illinois
63000,ford,srw,2018,clean vehicle,17942,black,  1ft7w2bt3jec31754,illinois
22500,ford,door,2014,clean vehicle,43646,black,  1ftfw1ef6efa39398,wisconsin
8300,ford,energi,2014,clean vehicle,71989,gray,  3fa6p0pu0er246171,wisconsin
8300,ford,door,2012,clean vehicle,138328,white,  1fmhk8d89cga65125,wisconsin
21000,ford,door,2013,clean vehicle,95386,brown,  1ftfw1et9dke64965,wisconsin
19300,ford,fusion,2019,clean vehicle,23740,black,  3fa6p0ru2kr260565,mississippi
16400,ford,fusion,2019,clean vehicle,36064,gray,  3fa6p0cd1kr118278,alabama
27300,ford,f-150,2019,clean vehicle,18805,gray,  1ftew1c4xkfc10243,mississippi
26400,ford,cab,2012,clean vehicle,151035,white,  1fduf5gt0ceb55163,wisconsin
35100,ford,mustang,2019,clean vehicle,10099,red,  1fatp8ff1k5110151,mississippi
41500,ford,f-150,2018,clean vehicle,9800,black,  1ftew1e56jfa97539,new jersey
34100,ford,mustang,2019,clean vehicle,10483,white,  1fatp8ff5k5106670,mississippi
28600,ford,f-150,2019,clean vehicle,17544,no_color,  1ftew1c46kkc52450,california
34100,ford,mustang,2019,clean vehicle,10167,red,  1fatp8ff0k5119522,mississippi
28700,ford,ranger,2019,clean vehicle,11457,gray,  1fter4eh5kla17864,california
24700,ford,edge,2019,clean vehicle,26590,no_color,  2fmpk3k90kbb54470,california
46500,ford,expedition,2019,clean vehicle,35346,black,  1fmju1kt7kea38431,california
29000,ford,f-150,2019,clean vehicle,12953,black,  1ftew1c59kkc39782,california
25500,ford,edge,2019,clean vehicle,26693,silver,  2fmpk3k91kbb62934,california
39500,ford,f-150,2019,clean vehicle,25071,yellow,  1ftew1e51kkc05297,california
33100,ford,f-150,2019,clean vehicle,33538,yellow,  1ftew1c54kkc38135,california
30500,ford,f-150,2019,clean vehicle,9915,gray,  1ftew1e4xkfb37968,california
3600,ford,fiesta,2018,clean vehicle,1,silver,  3fadp4ej1jm128239,arizona
16800,ford,fusion,2019,clean vehicle,9910,red,  3fa6p0hdxkr114772,california
24000,ford,f-150,2019,clean vehicle,16765,gray,  1ftew1cp5kkc11026,texas
58500,ford,expedition,2019,clean vehicle,4970,gray,  1fmju2at7kea02696,california
55000,ford,door,2017,clean vehicle,43964,black,  1ft8w3dt8hed50014,texas
28800,ford,f-150,2019,clean vehicle,40785,silver,  1ftew1e49kkc40340,california
26800,ford,door,2015,clean vehicle,108998,white,  1ft8w3bt4fec75439,new jersey
36000,ford,max,2018,clean vehicle,58576,gray,  1fmjk1jt1jea23803,wisconsin
20000,ford,wagon,2018,clean vehicle,55475,white,  1fbzx2zm6jka97476,wisconsin
46700,ford,drw,2019,clean vehicle,35929,black,  1ft8w3dt6kef15629,alabama
42800,ford,srw,2019,clean vehicle,21669,silver,  1ft7w2btxkee45528,alabama
21800,ford,mustang,2018,clean vehicle,16079,no_color,  1fa6p8th0j5176725,california
18800,ford,mustang,2018,clean vehicle,41147,white,  1fa6p8th1j5133883,california
18800,ford,flex,2018,clean vehicle,45798,black,  2fmgk5d88jba13550,california
30200,ford,f-150,2018,clean vehicle,21703,red,  1ftew1cp2jkd08540,california
27500,ford,explorer,2018,clean vehicle,22284,black,  1fm5k8d89jgb59845,california
37500,ford,transit,2018,clean vehicle,24567,white,  1ftbw3xgxjkb24777,california
19100,ford,mustang,2018,clean vehicle,30594,silver,  1fatp8uh2j5109805,california
17100,ford,flex,2018,clean vehicle,52747,white,  2fmgk5d81jba01059,california
13500,ford,escape,2018,clean vehicle,21592,silver,  1fmcu0gd7jud41377,florida
54500,ford,srw,2018,clean vehicle,19853,blue,  1ft7w2bt8jec80853,california
9000,ford,fiesta,2018,clean vehicle,25201,gray,  3fadp4ej7jm111509,florida
16400,ford,f-150,2020,clean vehicle,10351,black,  1ftew1e57lfa24246,pennsylvania
17000,ford,fusion,2020,clean vehicle,1117,gray,  3fa6p0d98lr194138,pennsylvania
24800,ford,door,2017,clean vehicle,37279,gold,  1ftew1ep0hfb00592,california
26800,ford,door,2017,clean vehicle,30113,red,  1ftew1ep9hfc23372,california
19400,ford,door,2017,clean vehicle,27570,white,  3fa6p0k9xhr201097,california
20000,ford,flex,2017,clean vehicle,45188,silver,  2fmgk5c83hba04539,california
7000,ford,door,2012,clean vehicle,149712,silver,  1ftfw1cf5cfa60758,texas
25100,ford,explorer,2017,clean vehicle,25030,gold,  1fm5k7d84hgd56068,california
2000,ford,door,2013,salvage insurance,105743,gray,  3fa6p0h70dr346858,oklahoma
18200,ford,fusion,2020,clean vehicle,9861,black,  3fa6p0k98lr118096,pennsylvania
14200,ford,fusion,2018,clean vehicle,1751,red,  3fa6p0h76jr175058,illinois
56500,ford,door,2017,clean vehicle,30629,red,  1ft7w2bt3hec44885,california
2000,ford,door,2016,salvage insurance,52883,gray,  3fa6p0h7xgr182944,oklahoma
26500,ford,van,2020,clean vehicle,122,white,  1ftbr1c86lka43630,pennsylvania
34300,ford,srw,2019,clean vehicle,28534,white,  1ft7w2btxkee87763,florida
43500,ford,f-150,2017,clean vehicle,80699,black,  1ftfw1rg4hfa86887,california
3500,ford,door,2016,salvage insurance,72851,white,  1fa6p0hd4g5100361,oklahoma
37200,ford,srw,2019,clean vehicle,24078,white,  1ft7w2bt9kef54157,florida
12800,ford,door,2017,clean vehicle,38639,orange,  1fmcu0gd4huc28156,california
15000,ford,door,2013,salvage insurance,146807,silver,  1ft7w2bt9deb86453,texas
12500,ford,door,2017,clean vehicle,31871,silver,  1fmcu0gd1hua50769,california
21500,ford,f-150,2017,clean vehicle,76876,gray,  1ftew1cp1hfa12279,california
17300,ford,fusion,2019,clean vehicle,28070,white,  3fa6p0cdxkr116450,north carolina
27000,ford,explorer,2017,clean vehicle,3189,silver,  1fm5k7dh4hga93774,california
31800,ford,el,2017,clean vehicle,28359,white,  1fmjk1kt6hea45630,florida
13000,ford,door,2017,clean vehicle,42890,gray,  1fmcu0gd4huc28111,california
31800,ford,el,2017,clean vehicle,29328,silver,  1fmjk1ktxhea45632,florida
46300,ford,door,2016,clean vehicle,47531,black,  1ft7w2bt1ged12535,california
6000,ford,door,2015,clean vehicle,57345,gray,  1fa6p0h72f5106961,missouri
22800,ford,door,2016,clean vehicle,67546,silver,  1ftew1cg4gke05649,california
45000,ford,expedition,2019,clean vehicle,18153,white,  1fmju2at2kea46511,pennsylvania
49500,ford,expedition,2019,clean vehicle,17689,black,  1fmju2at0kea25415,pennsylvania
3000,ford,van,2012,clean vehicle,137171,white,  nm0ls7bn3ct082251,missouri
20000,ford,door,2015,clean vehicle,63445,gray,  1ftew1cp9fkd25357,california
25300,ford,edge,2019,clean vehicle,26422,black,  2fmpk4k98kbc02352,pennsylvania
4000,ford,door,2015,salvage insurance,149319,white,  1fdrf3g6xfec28306,south carolina
45500,ford,expedition,2019,clean vehicle,18767,gray,  1fmju2at5kea33705,pennsylvania
9100,ford,fiesta,2018,clean vehicle,38289,silver,  3fadp4ej7jm133008,minnesota
48000,ford,expedition,2019,clean vehicle,22960,black,  1fmju2at2kea52910,pennsylvania
47000,ford,max,2019,clean vehicle,17263,blue,  1fmjk2at0kea52913,pennsylvania
49500,ford,expedition,2019,clean vehicle,16981,black,  1fmju2atxkea46594,pennsylvania
31200,ford,wagon,2019,clean vehicle,13058,black,  1fbax2cm9kka31236,pennsylvania
18500,ford,door,2014,clean vehicle,45887,white,  1zvbp8cf8e5321701,california
15500,ford,escape,2019,clean vehicle,21740,silver,  1fmcu0gdxkub10166,pennsylvania
30500,ford,wagon,2019,clean vehicle,17707,black,  1fbzx2ym9kka49036,pennsylvania
45500,ford,max,2019,clean vehicle,19121,silver,  1fmjk2at7kea45361,pennsylvania
31500,ford,wagon,2019,clean vehicle,18856,black,  1fbax2cm3kka31250,pennsylvania
11000,ford,door,2013,clean vehicle,84752,white,  1fm5k8d8xdgb17544,new jersey
46500,ford,max,2019,clean vehicle,19555,white,  1fmjk2at1kea40415,pennsylvania
31500,ford,wagon,2019,clean vehicle,16340,black,  1fbax2cm3kka37047,pennsylvania
32000,ford,f-150,2018,clean vehicle,17242,white,  1ftew1eg8jfd74483,ohio
23900,ford,edge,2019,clean vehicle,28733,black,  2fmpk4k97kbb81428,pennsylvania
31500,ford,wagon,2019,clean vehicle,16019,black,  1fbax2cm1kka31246,pennsylvania
18500,ford,taurus,2016,clean vehicle,75580,black,  1fahp2kt0gg121703,ohio
1500,ford,door,2013,salvage insurance,113444,white,  1fadp3e26dl161150,georgia
46000,ford,max,2019,clean vehicle,19227,white,  1fmjk2at8kea45286,pennsylvania
31500,ford,wagon,2019,clean vehicle,13633,black,  1fbax2cm4kka31239,pennsylvania
14700,ford,van,2015,clean vehicle,37739,white,  1ftne1zmxfka31885,new jersey
2700,ford,door,2013,salvage insurance,103541,green,  1fm5k8d80dgc79389,michigan
47500,ford,expedition,2019,clean vehicle,24072,blue,  1fmju2at2kea33712,pennsylvania
31500,ford,wagon,2019,clean vehicle,17657,black,  1fbax2cm1kka37046,pennsylvania
8900,ford,door,2014,clean vehicle,77392,red,  1fmcu9gx5eua01844,new jersey
7000,ford,door,2019,salvage insurance,11930,white,  1ftyr1zm3kkb00458,michigan
49000,ford,expedition,2019,clean vehicle,19731,red,  1fmju2at7kea46505,pennsylvania
31500,ford,wagon,2019,clean vehicle,15581,black,  1fbax2cm0kka37040,pennsylvania
8900,ford,door,2014,clean vehicle,70181,black,  1fmcu9gx7eue04899,new jersey
48000,ford,max,2019,clean vehicle,16143,black,  1fmjk2at1kea46571,pennsylvania
50000,ford,max,2019,clean vehicle,17995,black,  1fmjk2at3kea46569,pennsylvania
47300,ford,max,2019,clean vehicle,23926,black,  1fmjk2at3kea19064,pennsylvania
45000,ford,f-150,2017,clean vehicle,57929,black,  1ftfw1rg3hfa94897,louisiana
49000,ford,max,2019,clean vehicle,20758,silver,  1fmjk2at5kea39283,pennsylvania
40200,ford,f-150,2019,clean vehicle,10028,gray,  1ftew1e45kfc11202,texas
48000,ford,max,2019,clean vehicle,21051,black,  1fmjk2at1kea46568,pennsylvania
5000,ford,door,2015,clean vehicle,136307,silver,  1fa6p0h76f5128221,louisiana
8200,ford,bus,2013,clean vehicle,105880,silver,  1fbne3bl5dda27813,new jersey
49000,ford,max,2019,clean vehicle,19985,white,  1fmjk2at1kea45369,pennsylvania
4000,ford,door,2015,clean vehicle,102590,gray,  1fa6p0h78f5126079,louisiana
39000,ford,expedition,2019,clean vehicle,27612,silver,  1fmju1jtxkea33631,pennsylvania
29000,ford,door,2015,clean vehicle,90855,white,  1ft7w2btxfeb19752,louisiana
46500,ford,max,2019,clean vehicle,19936,silver,  1fmjk2atxkea46536,pennsylvania
7805,ford,door,2015,clean vehicle,64495,gray,  1fa6p0h74f5125348,louisiana
22000,ford,mustang,2018,clean vehicle,39477,gray,  1fatp8ff8j5181457,texas
18800,ford,max,2019,clean vehicle,25698,black,  1fmjk1kt8kea43272,pennsylvania
33000,ford,door,2015,clean vehicle,73849,blue,  1ft7w2bt0fea55852,louisiana
39500,ford,expedition,2019,clean vehicle,25422,black,  1fmju1jt3kea33633,pennsylvania
16900,ford,door,2015,clean vehicle,47866,black,  1fa6p8cf0f5385064,louisiana
42500,ford,max,2019,clean vehicle,31236,white,  1fmjk1jt9kea20200,pennsylvania
39500,ford,expedition,2019,clean vehicle,26755,gray,  1fmju1jt2kea46499,pennsylvania
25500,ford,f-150,2018,clean vehicle,49177,blue,  1ftew1epxjfa22456,illinois
49500,ford,max,2019,clean vehicle,20749,white,  1fmjk2at7kea40404,pennsylvania
25000,ford,f-150,2018,clean vehicle,15003,white,  1ftew1eg8jfd05390,illinois
40000,ford,f-150,2019,clean vehicle,12247,black,  1ftfw1e53kfb70422,pennsylvania
26000,ford,f-150,2018,clean vehicle,1,black,  1ftfw1e5xjke09941,illinois
29500,ford,f-150,2019,clean vehicle,10808,silver,  1ftew1e57kfc13266,pennsylvania
23000,ford,f-150,2019,clean vehicle,11263,white,  1ftmf1c55kkd38708,oklahoma
25500,ford,f-150,2018,clean vehicle,42307,black,  1ftew1ep8jfb14732,illinois
44500,ford,f-150,2019,clean vehicle,17484,gray,  1ftew1e40kfc09714,pennsylvania
15600,ford,escape,2019,clean vehicle,37106,blue,  1fmcu0gd5kua05504,missouri
23100,ford,f-150,2019,clean vehicle,9539,white,  1ftmf1c57kkd08125,oklahoma
37000,ford,f-150,2019,clean vehicle,2384,gray,  1ftew1epxkfa83324,pennsylvania
14500,ford,fusion,2019,clean vehicle,20590,gray,  3fa6p0hd8kr114141,missouri
23000,ford,f-150,2019,clean vehicle,13896,white,  1ftmf1c51kkd38706,oklahoma
26500,ford,f-150,2019,clean vehicle,9451,gray,  1ftfw1e43kfb70539,pennsylvania
18000,ford,fusion,2017,clean vehicle,31657,red,  3fa6p0vp2hr189117,missouri
35700,ford,expedition,2019,clean vehicle,33907,brown,  1fmju1jt7kea29391,oklahoma
31000,ford,f-150,2019,clean vehicle,10028,black,  1ftfw1e57kfa45438,pennsylvania
2000,ford,door,2013,clean vehicle,175640,no_color,  3fa6p0h72dr150212,missouri
40400,ford,max,2019,clean vehicle,30770,white,  1fmjk1jt6kea37259,oklahoma
43600,ford,f-150,2019,clean vehicle,15141,black,  1ftew1e40kfa83015,pennsylvania
22600,ford,f-150,2019,clean vehicle,18431,white,  1ftmf1c5xkkc79168,oklahoma
26000,ford,f-150,2019,clean vehicle,9604,white,  1ftfw1e45kfb85334,pennsylvania
23200,ford,f-150,2019,clean vehicle,9516,white,  1ftmf1c5xkkd39210,oklahoma
29000,ford,f-150,2019,clean vehicle,9718,silver,  1ftew1e45kfa45361,pennsylvania
22800,ford,f-150,2019,clean vehicle,16506,white,  1ftmf1c58kkc79170,oklahoma
3450,ford,door,2015,salvage insurance,192108,white,  1fmcu9gx5fuc13614,oregon
31000,ford,f-150,2019,clean vehicle,11028,white,  1ftfw1e55kfa45440,pennsylvania
22900,ford,f-150,2019,clean vehicle,11313,white,  1ftmf1c59kkd08126,oklahoma
3000,ford,door,2014,salvage insurance,141595,red,  3fa6p0lu4er381093,oregon
28000,ford,f-150,2019,clean vehicle,12886,silver,  1ftew1e50kfc34279,pennsylvania
23200,ford,f-150,2019,clean vehicle,9556,white,  1ftmf1c53kkc79173,oklahoma
27000,ford,f-150,2019,clean vehicle,13269,blue,  1ftew1epxkkd77667,pennsylvania
22800,ford,f-150,2019,clean vehicle,16770,white,  1ftmf1c55kkd08124,oklahoma
31500,ford,f-150,2019,clean vehicle,13526,red,  1ftfw1e55kfc66570,pennsylvania
23400,ford,transit,2019,clean vehicle,16391,white,  1ftyr1zm9kka54926,oklahoma
28000,ford,f-150,2019,clean vehicle,11437,white,  1ftew1e57kfb37614,pennsylvania
23400,ford,transit,2019,clean vehicle,17964,white,  1ftyr1ym9kka56662,oklahoma
28000,ford,f-150,2018,clean vehicle,5440,blue,  1ftew1cp8jfd42703,texas
24900,ford,f-150,2019,clean vehicle,13035,white,  1ftfw1e48kkd08888,pennsylvania
23500,ford,transit,2019,clean vehicle,15759,white,  1ftyr1ym0kka56663,oklahoma
36000,ford,f-150,2018,clean vehicle,30002,gray,  1ftfw1e19jfd95844,texas
28700,ford,f-150,2019,clean vehicle,13673,white,  1ftfw1e44kfa45372,pennsylvania
16000,ford,fusion,2018,clean vehicle,24480,silver,  3fa6p0k95jr156818,oregon
31000,ford,f-150,2019,clean vehicle,13230,white,  1ftfw1e59kfa45439,pennsylvania
16500,ford,f-150,2017,clean vehicle,137789,white,  1ftfw1eg0hkd21010,oregon
28500,ford,f-150,2019,clean vehicle,13516,white,  1ftfw1e52kfb51070,pennsylvania
10800,ford,escape,2017,clean vehicle,81660,black,  1fmcu9gd5huc55340,oregon
28500,ford,f-150,2019,clean vehicle,11763,white,  1ftew1ep6kfb50971,pennsylvania
25000,ford,explorer,2017,clean vehicle,34165,gold,  1fm5k8fh3hgb01057,oregon
31000,ford,f-150,2019,clean vehicle,13458,white,  1ftfw1e47kfa45446,pennsylvania
7800,ford,door,2016,clean vehicle,104867,black,  3fa6p0lu9gr318607,oregon
28500,ford,f-150,2019,clean vehicle,14004,white,  1ftfw1e56kfc13215,pennsylvania
9500,ford,door,2016,clean vehicle,69829,silver,  3fa6p0h79gr262879,oregon
28500,ford,f-150,2019,clean vehicle,13405,silver,  1ftew1ep5kfb96789,pennsylvania
14500,ford,door,2016,clean vehicle,96151,black,  1fm5k7d82gga11295,oregon
25000,ford,f-150,2019,clean vehicle,12688,black,  1ftfw1e40kkc25486,pennsylvania
14500,ford,door,2016,clean vehicle,116519,white,  1ft7x2b61geb56195,oregon
28500,ford,f-150,2019,clean vehicle,12260,white,  1ftfw1e50kfc13209,pennsylvania
12100,ford,door,2016,clean vehicle,29367,silver,  3fa6p0h76gr145938,oregon
29400,ford,f-150,2019,clean vehicle,18982,white,  1ftfw1e48kfa45374,pennsylvania
24700,ford,f-150,2019,clean vehicle,23795,silver,  1ftew1c42kkd75453,california
8700,ford,door,2016,clean vehicle,76572,gray,  3fa6p0h76gr269546,oregon
29500,ford,f-150,2019,clean vehicle,15964,white,  1ftfw1e44kkc25474,pennsylvania
25800,ford,f-150,2019,clean vehicle,28117,silver,  1ftew1e50kkc39540,california
17500,ford,door,2016,clean vehicle,116730,blue,  1ftfw1eg9gke06958,oregon
23900,ford,f-150,2019,clean vehicle,21055,brown,  1ftew1e50kfb83107,pennsylvania
22900,ford,f-150,2019,clean vehicle,27794,black,  1ftew1c55kkc38466,california
19500,ford,edge,2016,clean vehicle,56995,black,  2fmpk4ap5gbb89860,oregon
29500,ford,f-150,2019,clean vehicle,16625,gray,  1ftew1e59kfa00593,pennsylvania
24500,ford,f-150,2019,clean vehicle,27689,gray,  1ftew1c46kkd75553,california
11000,ford,door,2016,clean vehicle,39851,black,  3fa6p0lu5gr235305,oregon
22400,ford,f-150,2019,clean vehicle,31727,black,  1ftew1c52kfa64476,pennsylvania
15700,ford,escape,2019,clean vehicle,31586,gray,  1fmcu9gd7kub30198,california
11000,ford,door,2015,clean vehicle,33717,black,  3fa6p0h75fr306648,oregon
28000,ford,f-150,2019,clean vehicle,18418,black,  1ftew1e42kfc10086,pennsylvania
13500,ford,fusion,2019,clean vehicle,39013,black,  3fa6p0cd6kr140082,california
7300,ford,f-150,2013,clean vehicle,125451,white,  1ftnf1et8dkf99625,oregon
25100,ford,f-150,2019,clean vehicle,21346,black,  1ftew1c59kfb19764,pennsylvania
24100,ford,transit,2019,clean vehicle,21150,white,  1ftyr2cm0kkb25249,california
6500,ford,f-150,2014,clean vehicle,103862,white,  1ftnf1et8ekg10382,oregon
10500,ford,f-150,2019,clean vehicle,22001,red,  1ftew1c47kfc12080,pennsylvania
16900,ford,fusion,2019,clean vehicle,31261,gray,  3fa6p0d93kr124089,california
6000,ford,door,2013,clean vehicle,140870,white,  1ftbf2b66dea35574,oregon
28500,ford,f-150,2019,clean vehicle,14358,white,  1ftfw1e57kfc13238,pennsylvania
16200,ford,fusion,2019,clean vehicle,41672,silver,  3fa6p0d9xkr105006,california
6500,ford,f-150,2013,clean vehicle,95655,white,  1ftnf1et8dkd91793,oregon
24500,ford,flex,2019,clean vehicle,19493,gray,  2fmhk6d81kba19766,pennsylvania
16500,ford,fusion,2019,clean vehicle,36956,black,  3fa6p0d91kr118405,california
56500,ford,door,2017,clean vehicle,23223,gold,  1ft7w2bt8hed83183,texas
10400,ford,fusion,2019,clean vehicle,13085,gray,  3fa6p0t90kr253764,pennsylvania
22800,ford,explorer,2018,clean vehicle,36124,silver,  1fm5k8d87jgc15281,oklahoma
26500,ford,flex,2019,clean vehicle,19147,white,  2fmhk6dt5kba15871,pennsylvania
23800,ford,flex,2019,clean vehicle,24993,red,  2fmhk6c82kba19874,pennsylvania
24700,ford,f-150,2018,clean vehicle,41127,white,  1ftew1e56jkd36112,oklahoma
12400,ford,fusion,2019,clean vehicle,32365,black,  3fa6p0lu3kr185724,pennsylvania
16600,ford,fusion,2019,clean vehicle,27774,white,  3fa6p0ru3kr180188,pennsylvania
11200,ford,door,2015,clean vehicle,105027,blue,  1ftex1cp8fke04211,oklahoma
